-0.5651746,-0.6203913,-0.4821382,-0.3770840,-0.3001278,-0.2429391,-0.1997181,-0.1665319,-0.1406819,-0.1202847,-0.1040026,-0.9086889E-1,-0.8017454E-1,-0.7139155E-1,-0.6412134E-1,-0.5805962E-1,-0.5297107E-1,-0.4867185E-1,-0.4501689E-1,-0.4189053E-1,-0.3919975E-1,-0.3686903E-1,-0.3483644E-1,-0.3305094E-1,-0.3146999E-1,-0.3005798E-1,-0.2878501E-1,-0.2762587E-1,-0.2655941E-1,-0.2556799E-1,-0.2463711E-1,-0.2375506E-1,-0.2291258E-1,-0.2210265E-1,-0.2132012E-1,-0.2056139E-1,-0.1982412E-1,-0.1910691E-1,-0.1840907E-1,-0.1773034E-1,-0.1707075E-1,-0.1643047E-1,-0.1580971E-1,-0.1520866E-1,-0.1462742E-1,-0.1406605E-1,-0.1352447E-1,-0.1300251E-1,-0.1249994E-1,-0.1201640E-1,-0.1155149E-1,-0.1110475E-1,-0.1067562E-1,-0.1026359E-1,-0.9868016E-2,-0.9488313E-2,-0.9123833E-2,-0.8773931E-2,-0.8437949E-2,-0.8115237E-2,-0.7805126E-2,-0.7506968E-2,-0.7220099E-2,-0.6943873E-2,-0.6677643E-2,-0.6420772E-2,-0.6172617E-2,-0.5932559E-2,-0.5699983E-2,-0.5474290E-2,-0.5254900E-2,-0.5041275E-2,-0.4832914E-2,-0.4629382E-2,-0.4430332E-2,-0.4235523E-2,-0.4044840E-2,-0.3858331E-2,-0.3676189E-2,-0.3498776E-2,-0.3326562E-2,-0.3160115E-2,-0.3000012E-2,-0.2846793E-2,-0.2700895E-2,-0.2562623E-2,-0.2432123E-2,-0.2309386E-2,-0.2194264E-2,-0.2086506E-2
-0.5632463,-0.6183599,-0.4806154,-0.3759366,-0.2992494,-0.2422565,-0.1991801,-0.1661024,-0.1403352,-0.1200018,-0.1037694,-0.9067492E-1,-0.8001180E-1,-0.7125388E-1,-0.6400403E-1,-0.5795885E-1,-0.5288391E-1,-0.4859594E-1,-0.4495034E-1,-0.4183183E-1,-0.3914765E-1,-0.3682251E-1,-0.3479469E-1,-0.3301326E-1,-0.3143581E-1,-0.3002685E-1,-0.2875653E-1,-0.2759973E-1,-0.2653533E-1,-0.2554574E-1,-0.2461650E-1,-0.2373592E-1,-0.2289479E-1,-0.2208609E-1,-0.2130468E-1,-0.2054699E-1,-0.1981067E-1,-0.1909436E-1,-0.1839734E-1,-0.1771937E-1,-0.1706049E-1,-0.1642088E-1,-0.1580073E-1,-0.1520026E-1,-0.1461956E-1,-0.1405870E-1,-0.1351759E-1,-0.1299607E-1,-0.1249390E-1,-0.1201075E-1,-0.1154619E-1,-0.1109977E-1,-0.1067096E-1,-0.1025921E-1,-0.9863912E-2,-0.9484460E-2,-0.9120217E-2,-0.8770537E-2,-0.8434761E-2,-0.8112238E-2,-0.7802306E-2,-0.7504312E-2,-0.7217604E-2,-0.6941526E-2,-0.6675432E-2,-0.6418689E-2,-0.6170659E-2,-0.5930716E-2,-0.5698247E-2,-0.5472655E-2,-0.5253362E-2,-0.5039827E-2,-0.4831553E-2,-0.4628103E-2,-0.4429129E-2,-0.4234391E-2,-0.4043780E-2,-0.3857336E-2,-0.3675257E-2,-0.3497904E-2,-0.3325749E-2,-0.3159355E-2,-0.2999302E-2,-0.2846128E-2,-0.2700276E-2,-0.2562046E-2,-0.2431585E-2,-0.2308882E-2,-0.2193795E-2,-0.2086068E-2
-0.5572985,-0.6120942,-0.4759176,-0.3723968,-0.2965395,-0.2401500,-0.1975197,-0.1647770,-0.1392647,-0.1191281,-0.1030493,-0.9007588E-1,-0.7950920E-1,-0.7082870E-1,-0.6364153E-1,-0.5764753E-1,-0.5261457E-1,-0.4836134E-1,-0.4474467E-1,-0.4165035E-1,-0.3898656E-1,-0.3667866E-1,-0.3466555E-1,-0.3289671E-1,-0.3133011E-1,-0.2993057E-1,-0.2866844E-1,-0.2751884E-1,-0.2646079E-1,-0.2547687E-1,-0.2455271E-1,-0.2367672E-1,-0.2283973E-1,-0.2203483E-1,-0.2125689E-1,-0.2050240E-1,-0.1976905E-1,-0.1905547E-1,-0.1836100E-1,-0.1768540E-1,-0.1702873E-1,-0.1639117E-1,-0.1577294E-1,-0.1517426E-1,-0.1459523E-1,-0.1403591E-1,-0.1349626E-1,-0.1297610E-1,-0.1247519E-1,-0.1199322E-1,-0.1152977E-1,-0.1108437E-1,-0.1065652E-1,-0.1024566E-1,-0.9851197E-2,-0.9472528E-2,-0.9109013E-2,-0.8760008E-2,-0.8424870E-2,-0.8102938E-2,-0.7793565E-2,-0.7496091E-2,-0.7209868E-2,-0.6934248E-2,-0.6668583E-2,-0.6412242E-2,-0.6164588E-2,-0.5925000E-2,-0.5692866E-2,-0.5467588E-2,-0.5248594E-2,-0.5035338E-2,-0.4827330E-2,-0.4624133E-2,-0.4425400E-2,-0.4230887E-2,-0.4040494E-2,-0.3854254E-2,-0.3672373E-2,-0.3495203E-2,-0.3323224E-2,-0.3156996E-2,-0.2997100E-2,-0.2844074E-2,-0.2698360E-2,-0.2560258E-2,-0.2429916E-2,-0.2307325E-2,-0.2192341E-2,-0.2084707E-2
-0.5471384,-0.6013877,-0.4678886,-0.3663455,-0.2919058,-0.2365472,-0.1946791,-0.1625088,-0.1374325,-0.1176323,-0.1018160,-0.8904979E-1,-0.7864796E-1,-0.7009993E-1,-0.6302006E-1,-0.5711358E-1,-0.5215257E-1,-0.4795882E-1,-0.4439165E-1,-0.4133881E-1,-0.3870994E-1,-0.3643160E-1,-0.3444368E-1,-0.3269644E-1,-0.3114844E-1,-0.2976501E-1,-0.2851695E-1,-0.2737972E-1,-0.2633259E-1,-0.2535839E-1,-0.2444295E-1,-0.2357481E-1,-0.2274496E-1,-0.2194656E-1,-0.2117460E-1,-0.2042562E-1,-0.1969735E-1,-0.1898849E-1,-0.1829840E-1,-0.1762688E-1,-0.1697400E-1,-0.1633998E-1,-0.1572505E-1,-0.1512945E-1,-0.1455329E-1,-0.1399666E-1,-0.1345951E-1,-0.1294168E-1,-0.1244295E-1,-0.1196300E-1,-0.1150144E-1,-0.1105782E-1,-0.1063162E-1,-0.1022230E-1,-0.9829273E-2,-0.9451944E-2,-0.9089680E-2,-0.8741850E-2,-0.8407805E-2,-0.8086898E-2,-0.7778482E-2,-0.7481907E-2,-0.7196522E-2,-0.6921688E-2,-0.6656762E-2,-0.6401111E-2,-0.6154108E-2,-0.5915135E-2,-0.5683578E-2,-0.5458842E-2,-0.5240362E-2,-0.5027592E-2,-0.4820042E-2,-0.4617280E-2,-0.4418960E-2,-0.4224842E-2,-0.4034820E-2,-0.3848936E-2,-0.3667390E-2,-0.3490541E-2,-0.3318865E-2,-0.3152924E-2,-0.2993299E-2,-0.2840526E-2,-0.2695051E-2,-0.2557170E-2,-0.2427035E-2,-0.2304636E-2,-0.2189828E-2,-0.2082360E-2
-0.5326512,-0.5861157,-0.4564316,-0.3577074,-0.2852887,-0.2314003,-0.1906194,-0.1592659,-0.1348120,-0.1154920,-0.1000506,-0.8758021E-1,-0.7741407E-1,-0.6905542E-1,-0.6212892E-1,-0.5634763E-1,-0.5148953E-1,-0.4738094E-1,-0.4388465E-1,-0.4089114E-1,-0.3831229E-1,-0.3607634E-1,-0.3412452E-1,-0.3240822E-1,-0.3088690E-1,-0.2952659E-1,-0.2829874E-1,-0.2717923E-1,-0.2614781E-1,-0.2518757E-1,-0.2428465E-1,-0.2342780E-1,-0.2260822E-1,-0.2181918E-1,-0.2105582E-1,-0.2031475E-1,-0.1959381E-1,-0.1889174E-1,-0.1820796E-1,-0.1754232E-1,-0.1689491E-1,-0.1626600E-1,-0.1565583E-1,-0.1506467E-1,-0.1449266E-1,-0.1393989E-1,-0.1340634E-1,-0.1289188E-1,-0.1239629E-1,-0.1191928E-1,-0.1146046E-1,-0.1101939E-1,-0.1059557E-1,-0.1018848E-1,-0.9797533E-2,-0.9422144E-2,-0.9061695E-2,-0.8715555E-2,-0.8383094E-2,-0.8063672E-2,-0.7756640E-2,-0.7461359E-2,-0.7177192E-2,-0.6903497E-2,-0.6639636E-2,-0.6384991E-2,-0.6138929E-2,-0.5900842E-2,-0.5670116E-2,-0.5446170E-2,-0.5228430E-2,-0.5016365E-2,-0.4809480E-2,-0.4607349E-2,-0.4409625E-2,-0.4216076E-2,-0.4026594E-2,-0.3841223E-2,-0.3660168E-2,-0.3483783E-2,-0.3312546E-2,-0.3147020E-2,-0.2987786E-2,-0.2835382E-2,-0.2690250E-2,-0.2552692E-2,-0.2422857E-2,-0.2300736E-2,-0.2186186E-2,-0.2078956E-2
-0.5138177,-0.5662505,-0.4415214,-0.3464598,-0.2766682,-0.2246913,-0.1853249,-0.1550342,-0.1313904,-0.1126958,-0.9774295E-1,-0.8565814E-1,-0.7579925E-1,-0.6768759E-1,-0.6096129E-1,-0.5534346E-1,-0.5061974E-1,-0.4662240E-1,-0.4321875E-1,-0.4030290E-1,-0.3778946E-1,-0.3560897E-1,-0.3370443E-1,-0.3202866E-1,-0.3054230E-1,-0.2921235E-1,-0.2801097E-1,-0.2691473E-1,-0.2590390E-1,-0.2496202E-1,-0.2407556E-1,-0.2323356E-1,-0.2242748E-1,-0.2165077E-1,-0.2089873E-1,-0.2016809E-1,-0.1945681E-1,-0.1876370E-1,-0.1808824E-1,-0.1743034E-1,-0.1679016E-1,-0.1616799E-1,-0.1556410E-1,-0.1497880E-1,-0.1441227E-1,-0.1386462E-1,-0.1333585E-1,-0.1282584E-1,-0.1233441E-1,-0.1186128E-1,-0.1140608E-1,-0.1096839E-1,-0.1054774E-1,-0.1014359E-1,-0.9755397E-2,-0.9382579E-2,-0.9024531E-2,-0.8680641E-2,-0.8350277E-2,-0.8032816E-2,-0.7727623E-2,-0.7434063E-2,-0.7151505E-2,-0.6879317E-2,-0.6616878E-2,-0.6363563E-2,-0.6118749E-2,-0.5881838E-2,-0.5652221E-2,-0.5429320E-2,-0.5212565E-2,-0.5001434E-2,-0.4795431E-2,-0.4594138E-2,-0.4397209E-2,-0.4204416E-2,-0.4015651E-2,-0.3830965E-2,-0.3650558E-2,-0.3474789E-2,-0.3304137E-2,-0.3139164E-2,-0.2980450E-2,-0.2828536E-2,-0.2683863E-2,-0.2546732E-2,-0.2417295E-2,-0.2295543E-2,-0.2181336E-2,-0.2074422E-2
-0.4907281,-0.5418784,-0.4232162,-0.3326417,-0.2660701,-0.2164375,-0.1788063,-0.1498203,-0.1271714,-0.1092454,-0.9489322E-1,-0.8328269E-1,-0.7380198E-1,-0.6599455E-1,-0.5951489E-1,-0.5409859E-1,-0.4954066E-1,-0.4568060E-1,-0.4239138E-1,-0.3957144E-1,-0.3713889E-1,-0.3502699E-1,-0.3318097E-1,-0.3155540E-1,-0.3011234E-1,-0.2882002E-1,-0.2765149E-1,-0.2658415E-1,-0.2559891E-1,-0.2467983E-1,-0.2381382E-1,-0.2299031E-1,-0.2220103E-1,-0.2143969E-1,-0.2070175E-1,-0.1998414E-1,-0.1928490E-1,-0.1860297E-1,-0.1793792E-1,-0.1728972E-1,-0.1665858E-1,-0.1604483E-1,-0.1544882E-1,-0.1487087E-1,-0.1431120E-1,-0.1376995E-1,-0.1324716E-1,-0.1274274E-1,-0.1225653E-1,-0.1178826E-1,-0.1133762E-1,-0.1090418E-1,-0.1048748E-1,-0.1008704E-1,-0.9702306E-2,-0.9332716E-2,-0.8977692E-2,-0.8636622E-2,-0.8308900E-2,-0.7993908E-2,-0.7691025E-2,-0.7399631E-2,-0.7119100E-2,-0.6848815E-2,-0.6588159E-2,-0.6336519E-2,-0.6093283E-2,-0.5857854E-2,-0.5629635E-2,-0.5408047E-2,-0.5192539E-2,-0.4982580E-2,-0.4777690E-2,-0.4577452E-2,-0.4381527E-2,-0.4189686E-2,-0.4001827E-2,-0.3818003E-2,-0.3638415E-2,-0.3463425E-2,-0.3293511E-2,-0.3129235E-2,-0.2971180E-2,-0.2819884E-2,-0.2675789E-2,-0.2539199E-2,-0.2410264E-2,-0.2288979E-2,-0.2175204E-2,-0.2068691E-2
-0.4635951,-0.5132112,-0.4016667,-0.3163602,-0.2535714,-0.2066946,-0.1711046,-0.1436542,-0.1221772,-0.1051571,-0.9151325E-1,-0.8046255E-1,-0.7142853E-1,-0.6398056E-1,-0.5779267E-1,-0.5261486E-1,-0.4825326E-1,-0.4455593E-1,-0.4140240E-1,-0.3869632E-1,-0.3635983E-1,-0.3432947E-1,-0.3255304E-1,-0.3098721E-1,-0.2959577E-1,-0.2834824E-1,-0.2721892E-1,-0.2618608E-1,-0.2523138E-1,-0.2433958E-1,-0.2349806E-1,-0.2269669E-1,-0.2192755E-1,-0.2118463E-1,-0.2046364E-1,-0.1976166E-1,-0.1907691E-1,-0.1840844E-1,-0.1775591E-1,-0.1711938E-1,-0.1649912E-1,-0.1589554E-1,-0.1530902E-1,-0.1473995E-1,-0.1418856E-1,-0.1365505E-1,-0.1313949E-1,-0.1264183E-1,-0.1216193E-1,-0.1169956E-1,-0.1125441E-1,-0.1082612E-1,-0.1041422E-1,-0.1001827E-1,-0.9637732E-2,-0.9272061E-2,-0.8920697E-2,-0.8583053E-2,-0.8258532E-2,-0.7946539E-2,-0.7646462E-2,-0.7357698E-2,-0.7079632E-2,-0.6811657E-2,-0.6553167E-2,-0.6303567E-2,-0.6062244E-2,-0.5828615E-2,-0.5602094E-2,-0.5382111E-2,-0.5168112E-2,-0.4959585E-2,-0.4756052E-2,-0.4557099E-2,-0.4362394E-2,-0.4171715E-2,-0.3984960E-2,-0.3802184E-2,-0.3623595E-2,-0.3449553E-2,-0.3280540E-2,-0.3117114E-2,-0.2959862E-2,-0.2809319E-2,-0.2665930E-2,-0.2529998E-2,-0.2401677E-2,-0.2280961E-2,-0.2167713E-2,-0.2061688E-2
-0.4327627,-0.4805966,-0.3771234,-0.2977966,-0.2393048,-0.1955609,-0.1622933,-0.1365915,-0.1164500,-0.1004631,-0.8762791E-1,-0.7721680E-1,-0.6869353E-1,-0.6165704E-1,-0.5580331E-1,-0.5089893E-1,-0.4676267E-1,-0.4325220E-1,-0.4025465E-1,-0.3767953E-1,-0.3545366E-1,-0.3351726E-1,-0.3182110E-1,-0.3032424E-1,-0.2899242E-1,-0.2779675E-1,-0.2671279E-1,-0.2571991E-1,-0.2480067E-1,-0.2394051E-1,-0.2312744E-1,-0.2235184E-1,-0.2160614E-1,-0.2088469E-1,-0.2018346E-1,-0.1949975E-1,-0.1883192E-1,-0.1817919E-1,-0.1754132E-1,-0.1691845E-1,-0.1631097E-1,-0.1571931E-1,-0.1514393E-1,-0.1458527E-1,-0.1404363E-1,-0.1351922E-1,-0.1301217E-1,-0.1252246E-1,-0.1204999E-1,-0.1159456E-1,-0.1115590E-1,-0.1073366E-1,-0.1032744E-1,-0.9936782E-2,-0.9561192E-2,-0.9200149E-2,-0.8853110E-2,-0.8519510E-2,-0.8198780E-2,-0.7890329E-2,-0.7593571E-2,-0.7307916E-2,-0.7032762E-2,-0.6767524E-2,-0.6511602E-2,-0.6264413E-2,-0.6025363E-2,-0.5793866E-2,-0.5569357E-2,-0.5351272E-2,-0.5139070E-2,-0.4932241E-2,-0.4730315E-2,-0.4532888E-2,-0.4339633E-2,-0.4150331E-2,-0.3964886E-2,-0.3783358E-2,-0.3605956E-2,-0.3433041E-2,-0.3265095E-2,-0.3102682E-2,-0.2946382E-2,-0.2796735E-2,-0.2654185E-2,-0.2519038E-2,-0.2391446E-2,-0.2271408E-2,-0.2158789E-2,-0.2053344E-2
-0.3987104,-0.4445235,-0.3499415,-0.2772096,-0.2234613,-0.1831792,-0.1524803,-0.1287146,-0.1100534,-0.9521274E-1,-0.8327569E-1,-0.7357570E-1,-0.6562089E-1,-0.5904285E-1,-0.5356181E-1,-0.4896272E-1,-0.4507827E-1,-0.4177690E-1,-0.3895405E-1,-0.3652577E-1,-0.3442406E-1,-0.3259322E-1,-0.3098735E-1,-0.2956816E-1,-0.2830352E-1,-0.2716634E-1,-0.2613364E-1,-0.2518597E-1,-0.2430685E-1,-0.2348256E-1,-0.2270179E-1,-0.2195544E-1,-0.2123642E-1,-0.2053944E-1,-0.1986073E-1,-0.1919785E-1,-0.1854937E-1,-0.1791464E-1,-0.1729354E-1,-0.1668635E-1,-0.1609349E-1,-0.1551553E-1,-0.1495295E-1,-0.1440626E-1,-0.1387581E-1,-0.1336188E-1,-0.1286463E-1,-0.1238408E-1,-0.1192017E-1,-0.1147276E-1,-0.1104159E-1,-0.1062634E-1,-0.1022666E-1,-0.9842127E-2,-0.9472255E-2,-0.9116565E-2,-0.8774529E-2,-0.8445617E-2,-0.8129272E-2,-0.7824926E-2,-0.7532014E-2,-0.7249965E-2,-0.6978192E-2,-0.6716127E-2,-0.6463188E-2,-0.6218793E-2,-0.5982377E-2,-0.5753363E-2,-0.5531193E-2,-0.5315315E-2,-0.5105200E-2,-0.4900345E-2,-0.4700291E-2,-0.4504636E-2,-0.4313068E-2,-0.4125369E-2,-0.3941454E-2,-0.3761379E-2,-0.3585358E-2,-0.3413758E-2,-0.3247057E-2,-0.3085822E-2,-0.2930635E-2,-0.2782033E-2,-0.2640462E-2,-0.2506229E-2,-0.2379489E-2,-0.2260240E-2,-0.2148354E-2,-0.2043587E-2
-0.3620511,-0.4056188,-0.3205783,-0.2549338,-0.2062895,-0.1697365,-0.1418080,-0.1201330,-0.1030722,-0.8947253E-1,-0.7850895E-1,-0.6958073E-1,-0.6224367E-1,-0.5616449E-1,-0.5108949E-1,-0.4682345E-1,-0.4321406E-1,-0.4014135E-1,-0.3750979E-1,-0.3524251E-1,-0.3327709E-1,-0.3156230E-1,-0.3005578E-1,-0.2872216E-1,-0.2753167E-1,-0.2645911E-1,-0.2548311E-1,-0.2458549E-1,-0.2375090E-1,-0.2296646E-1,-0.2222161E-1,-0.2150784E-1,-0.2081858E-1,-0.2014891E-1,-0.1949540E-1,-0.1885586E-1,-0.1822907E-1,-0.1761453E-1,-0.1701230E-1,-0.1642272E-1,-0.1584635E-1,-0.1528380E-1,-0.1473568E-1,-0.1420250E-1,-0.1368470E-1,-0.1318262E-1,-0.1269644E-1,-0.1222627E-1,-0.1177207E-1,-0.1133373E-1,-0.1091105E-1,-0.1050376E-1,-0.1011151E-1,-0.9733925E-2,-0.9370557E-2,-0.9020956E-2,-0.8684621E-2,-0.8361040E-2,-0.8049683E-2,-0.7750020E-2,-0.7461495E-2,-0.7183558E-2,-0.6915641E-2,-0.6657197E-2,-0.6407658E-2,-0.6166465E-2,-0.5933058E-2,-0.5706881E-2,-0.5487384E-2,-0.5274031E-2,-0.5066302E-2,-0.4863706E-2,-0.4665794E-2,-0.4472175E-2,-0.4282539E-2,-0.4096679E-2,-0.3914511E-2,-0.3736104E-2,-0.3561669E-2,-0.3391575E-2,-0.3226304E-2,-0.3066423E-2,-0.2912512E-2,-0.2765111E-2,-0.2624665E-2,-0.2491484E-2,-0.2365720E-2,-0.2247381E-2,-0.2136336E-2,-0.2032348E-2
-0.3235227,-0.3646403,-0.2895887,-0.2313768,-0.1880929,-0.1554621,-0.1304518,-0.1109823,-0.9561230E-1,-0.8332571E-1,-0.7339381E-1,-0.6528474E-1,-0.5860437E-1,-0.5305623E-1,-0.4841423E-1,-0.4450383E-1,-0.4118859E-1,-0.3836082E-1,-0.3593448E-1,-0.3384016E-1,-0.3202137E-1,-0.3043162E-1,-0.2903231E-1,-0.2779117E-1,-0.2668094E-1,-0.2567844E-1,-0.2476400E-1,-0.2392082E-1,-0.2313471E-1,-0.2239375E-1,-0.2168816E-1,-0.2101007E-1,-0.2035341E-1,-0.1971374E-1,-0.1908794E-1,-0.1847411E-1,-0.1787123E-1,-0.1727901E-1,-0.1669762E-1,-0.1612756E-1,-0.1556947E-1,-0.1502403E-1,-0.1449194E-1,-0.1397379E-1,-0.1347008E-1,-0.1298118E-1,-0.1250737E-1,-0.1204876E-1,-0.1160540E-1,-0.1117721E-1,-0.1076402E-1,-0.1036562E-1,-0.9981694E-2,-0.9611895E-2,-0.9255818E-2,-0.8913041E-2,-0.8583097E-2,-0.8265506E-2,-0.7959762E-2,-0.7665351E-2,-0.7381757E-2,-0.7108442E-2,-0.6844870E-2,-0.6590501E-2,-0.6344794E-2,-0.6107208E-2,-0.5877194E-2,-0.5654214E-2,-0.5437735E-2,-0.5227231E-2,-0.5022198E-2,-0.4822154E-2,-0.4626662E-2,-0.4435342E-2,-0.4247893E-2,-0.4064112E-2,-0.3883925E-2,-0.3707403E-2,-0.3534765E-2,-0.3366379E-2,-0.3202727E-2,-0.3044380E-2,-0.2891917E-2,-0.2745877E-2,-0.2606707E-2,-0.2474715E-2,-0.2350063E-2,-0.2232754E-2,-0.2122665E-2,-0.2019562E-2
-0.2839693,-0.3224576,-0.2576113,-0.2070095,-0.1692237,-0.1406231,-0.1186167,-0.1014216,-0.8779842E-1,-0.7687095E-1,-0.6800885E-1,-0.6075080E-1,-0.5475394E-1,-0.4975958E-1,-0.4556988E-1,-0.4203168E-1,-0.3902487E-1,-0.3645437E-1,-0.3424393E-1,-0.3233193E-1,-0.3066798E-1,-0.2921047E-1,-0.2792480E-1,-0.2678183E-1,-0.2575691E-1,-0.2482906E-1,-0.2398030E-1,-0.2319535E-1,-0.2246117E-1,-0.2176687E-1,-0.2110349E-1,-0.2046383E-1,-0.1984239E-1,-0.1923514E-1,-0.1863936E-1,-0.1805341E-1,-0.1747654E-1,-0.1690861E-1,-0.1634996E-1,-0.1580120E-1,-0.1526306E-1,-0.1473637E-1,-0.1422185E-1,-0.1372019E-1,-0.1323194E-1,-0.1275754E-1,-0.1229732E-1,-0.1185146E-1,-0.1142004E-1,-0.1100304E-1,-0.1060033E-1,-0.1021175E-1,-0.9837021E-2,-0.9475837E-2,-0.9127836E-2,-0.8792618E-2,-0.8469758E-2,-0.8158808E-2,-0.7859284E-2,-0.7570716E-2,-0.7292598E-2,-0.7024424E-2,-0.6765678E-2,-0.6515850E-2,-0.6274407E-2,-0.6040834E-2,-0.5814600E-2,-0.5595190E-2,-0.5382075E-2,-0.5174751E-2,-0.4972726E-2,-0.4775533E-2,-0.4582747E-2,-0.4393996E-2,-0.4208990E-2,-0.4027536E-2,-0.3849568E-2,-0.3675159E-2,-0.3504531E-2,-0.3338057E-2,-0.3176222E-2,-0.3019594E-2,-0.2868752E-2,-0.2724240E-2,-0.2586500E-2,-0.2455846E-2,-0.2332439E-2,-0.2216288E-2,-0.2107272E-2,-0.2005163E-2
-0.2443138,-0.2800255,-0.2253495,-0.1823521,-0.1500725,-0.1255167,-0.1065316,-0.9162942E-1,-0.7977112E-1,-0.7021993E-1,-0.6244354E-1,-0.5605112E-1,-0.5075102E-1,-0.4632244E-1,-0.4259587E-1,-0.3943958E-1,-0.3674996E-1,-0.3444454E-1,-0.3245710E-1,-0.3073377E-1,-0.2923037E-1,-0.2791031E-1,-0.2674293E-1,-0.2570239E-1,-0.2476669E-1,-0.2391704E-1,-0.2313725E-1,-0.2241355E-1,-0.2173414E-1,-0.2108916E-1,-0.2047047E-1,-0.1987161E-1,-0.1928763E-1,-0.1871495E-1,-0.1815124E-1,-0.1759515E-1,-0.1704615E-1,-0.1650432E-1,-0.1597013E-1,-0.1544432E-1,-0.1492775E-1,-0.1442130E-1,-0.1392580E-1,-0.1344200E-1,-0.1297052E-1,-0.1251188E-1,-0.1206644E-1,-0.1163443E-1,-0.1121602E-1,-0.1081123E-1,-0.1041996E-1,-0.1004211E-1,-0.9677430E-2,-0.9325673E-2,-0.8986500E-2,-0.8659571E-2,-0.8344481E-2,-0.8040815E-2,-0.7748128E-2,-0.7465973E-2,-0.7193874E-2,-0.6931353E-2,-0.6677924E-2,-0.6433089E-2,-0.6196348E-2,-0.5967201E-2,-0.5745139E-2,-0.5529660E-2,-0.5320261E-2,-0.5116452E-2,-0.4917752E-2,-0.4723712E-2,-0.4533919E-2,-0.4348013E-2,-0.4165713E-2,-0.3986838E-2,-0.3811327E-2,-0.3639258E-2,-0.3470862E-2,-0.3306511E-2,-0.3146693E-2,-0.2991973E-2,-0.2842936E-2,-0.2700120E-2,-0.2563971E-2,-0.2434803E-2,-0.2312782E-2,-0.2197917E-2,-0.2090095E-2,-0.1989093E-2
